Club Name,links,Leadership,Teamwork,Community Service,Advocacy,Social Justice,Sustainability,Technology,Arts & Crafts,Performing Arts,Cultural Expression,Diversity & Inclusion,Mentorship,Career Growth,Networking,Entrepreneurship,Research,Fitness,Competitive Sports,Outdoor Activities,Wellness,Mental Health,Academic Focus,Debate & Discussion,Gaming,Social Events,Media & Film,Writing & Literature,Music,Dance,Fashion & Design,Food & Cooking,Language & Culture,Political Action,Fundraising,Tutoring & Teaching,DIY & Making,Faith & Spirituality,Professional Skills,Public Speaking,Problem Solving,Gaming & eSports,Robotics & AI,woman women,man men,lgbtq,White European Italian,Black African American,Native American,Asian,Hispanic,Native Hawaiian or Other Pacific Islander,Greek,Christian,Islam,Jewish Community and Judaism,Hindu,Buddhism,Muslim,Sikh,Aerospace Engineering,Agricultural Business,Agricultural Communication,Agricultural Science,Agricultural Systems Management,Animal Science,Anthropology and Geography,Architectural Engineering,Architecture,Art and Design,Biochemistry,Biological Sciences,Biomedical Engineering,BioResource and Agricultural Engineering,Business Administration,Chemistry,Child Development,City and Regional Planning,Civil Engineering,Communication Studies,Comparative Ethnic Studies,Computer Engineering,Computer Science,Construction Management,Dairy Science,Economics,Electrical Engineering,English,Environmental Earth and Soil Sciences,Environmental Engineering,Environmental Management and Protection,Food Science,Forest and Fire Sciences,General Engineering,Graphic Communication,History,Industrial Engineering,Industrial Technology and Packaging,Interdisciplinary Studies,Journalism,Kinesiology,Landscape Architecture,Liberal Arts and Engineering Studies,Liberal Studies,Manufacturing Engineering,Marine Sciences,Materials Engineering,Mathematics,Mechanical Engineering,Microbiology,Music,Nutrition,Philosophy,Physics,Plant Sciences,Political Science,Public Health,Psychology,"Recreation, Parks, and Tourism Administration",Sociology,Software Engineering,Spanish,Statistics,Theatre Arts,Wine and Viticulture,Description
"CAED Diversity, Equity, and Inclusion Club",https://now.calpoly.edu/organization/caed-dei,0.5208722233305196,0.6248853337098021,0.6302082409415357,0.7877231698656975,0.6900474801476473,0.44993590146924145,0.2765284905577509,0.398621610589962,0.43540008487697335,0.5200058156187267,0.6956413357491693,0.624853906302293,0.4275858604426868,0.30497784287193,0.602408281868331,0.5578709375371325,0.4189879077993408,0.3721038468144218,0.27027194072488264,0.37528931499058876,0.37861599972713783,0.6841703668442103,0.4993866995526195,0.2363495304563964,0.6633157134046794,0.38083708515565246,0.3711358740845686,0.21684168303925053,0.4051463858594867,0.26100893013740323,0.25153825296836474,0.42838166579909254,0.40853724412395737,0.6906588303722518,0.6069895653116966,0.256957408700383,0.4335408348169429,0.31776543813656283,0.3950832726045875,0.6189543645351111,0.24748101937825645,0.26383699438162267,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3867673729298879,0.3103714531208497,0.38298785409835484,0.3029763416666512,0.2824878143456404,0.33228181690822295,0.3091246715513768,0.2755919658296546,0.23489554625158005,0.12375719139048487,0.1853319537518679,0.22177297114291394,0.16547265157670588,0.31665406133826707,0.4156917480567428,0.3936072177852395,0.3263152471982971,0.29871017925423204,0.262882288557517,0.25832985207064024,0.15264215491737582,0.4403348445984918,0.3369760342424603,0.5094162174672096,0.4395955058741394,0.3312855964274788,0.3751262921843468,0.3171410573566999,0.3188026019934128,0.3576205582209365,0.2108733369748215,0.2721100635711735,0.43227677832458045,0.3157320996639372,0.4438462882415892,0.32828517408913926,0.31223337732693257,0.41150601261087383,0.1778486626421737,0.13140985329806837,0.29834196658929696,0.27384992132683145,0.39944780877793273,0.30970311892478636,0.1407532927154599,0.5732146867122047,0.3451501217022951,0.30077589912222313,0.19182233890550543,0.35999496604390835,0.5137568586190842,0.24577044260847566,0.19955807739103082,0.22138217059630474,0.3133625313087441,0.21874109172913975,0.2785049848303844,0.21684168303925053,0.2683177778698135,0.3418608898829666,0.18399799657991645,0.1381809227122059,0.3918015883041102,0.37475437121514626,0.36592759493870997,0.6022120452619781,0.5645430871030075,0.39162755381600456,0.2901490946045542,0.3557652952485823,0.3496150575174098,0.21344584121335022,"CAED Diversity, Equity, and Inclusion Club The CAED DEI Club seeks to improve and advocate for the academic, social, and professional circumstances of underrepresented and minority students within CAED as a way of increasing representation and active participation in college affairs."
Cal Poly 3D Printed Aircraft Club,https://now.calpoly.edu/organization/calpoly3daircraft,0.17688364012062455,0.3428164436050951,0.256867342853697,0.23973739071828368,0.060893971468281044,0.243257824046683,0.46920067375958086,0.5897855902219861,0.2344296394609983,0.18847063742251974,0.10797635498610318,0.19809890680840483,0.253150040428885,0.3224772390698023,0.4222531988912551,0.3094436501185792,0.26308603481640214,0.4119589089124055,0.38089585465902015,0.05716458930512269,0.08499340453990031,0.29733083447968245,0.21311125340322498,0.28755869259386735,0.31900106759330976,0.45452224932788077,0.09588150329673939,0.11107277492125316,0.2224715509609052,0.2241989168013142,0.1976461096066215,0.10049997335007854,0.11395405228264759,0.42688349029174555,0.2867850049115556,0.8514891192024627,0.1048860376727233,0.28630719625885925,0.13655932367039528,0.33440926611973243,0.2650215740553653,0.5308643640235045,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2784945815575145,0.19490430508720852,0.04872518200364272,0.11358686972355217,0.11689381613887626,0.21499706822379053,0.22042376381077153,0.7170983944478427,0.2418094869189092,0.11932953912336426,0.233776729255679,0.21980335953735097,0.2923943992886181,0.029942432176131614,0.3998804163997343,0.3067780211409822,0.3453042098318158,0.2977926846556235,0.29817973415342136,0.32493583297045847,0.2913902993988081,0.18390907849503596,0.33488666870600875,0.31457239762487954,0.2800633490384191,0.4866152898604945,0.0790302113459812,0.011473803523012511,0.36213586725759017,0.3258867347362949,0.2020051112174837,0.25656159331339795,0.1511423414939395,0.18944583458331196,0.22010984585038315,0.26889080917684577,0.24128679411017134,0.21560403563821548,0.22353116882152438,0.3132081781788334,0.3256605157328305,0.443266891865611,0.18707871990953903,0.43134201177502485,0.5315551893358677,0.12930805788714073,0.17141168568414708,0.28646920161022726,0.23709522933776578,0.249825033732341,0.14926292993288123,0.5830290155734908,0.2684809510973387,0.4452063395244019,0.23326004233103237,0.47171798840090656,0.23684670289850127,0.11107277492125316,0.09748405870417522,0.10845606975215923,0.29411629802808,0.22622009271020138,0.10584955041419511,0.146998947513456,0.11010593351340744,0.4475155546385491,0.1058377939968125,0.3443324334064818,0.250106304777603,0.10698775119541415,0.2056378148692966,0.14254476647996495,Cal Poly 3D Printed Aircraft Club Our club is dedicated to researching and constructing the next generation of 3D printed RC aircraft for both competition and materials research.
Cal Poly Accounting Club,https://now.calpoly.edu/organization/cpac,0.26370093753953705,0.39506729198487545,0.4128275813652931,0.36400016629387305,0.10338807634904396,0.1669391165027027,0.06080569110805912,0.2694187671809834,0.2476288122926574,0.17012042650975975,0.20948390829739633,0.3076356372993484,0.3341445004227204,0.21149444335287457,0.4481169440929702,0.18874485192319018,0.1666483230344608,0.4096946002768483,0.14670709850055685,0.14343820692659104,0.145246403413267,0.4830071404743075,0.18599784488030868,0.1377586183373983,0.4423176689338168,0.18829786960309428,0.2885615856711217,0.07371492122250123,0.1705675588479143,0.14598797038454475,0.1525692446045077,0.1762492215760167,0.2407765984775147,0.5403147896181412,0.5935636370489804,0.11407194522563388,0.260262761474455,0.5481531109344203,0.32502315123364944,0.4010888315726549,0.09289424783197982,0.15659186485326215,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.45836576779169547,0.16113590517997978,0.21883775521734,0.10086624723168514,0.15887079999994363,0.16937571565141207,0.16675551850037848,0.180929568372572,0.2769141835588219,0.09764149896883087,0.14682146117832892,0.20752536349461947,0.1615448849432607,0.09047935342429747,0.18323101328994063,0.1864619546082326,0.18117357349197358,0.3326312359135642,0.1996833494376729,0.12175581311608531,0.0854822078591641,0.5571022961372494,0.27043300014414484,0.3330680741653104,0.25853603876838027,0.2374356422022375,0.20740979281277028,0.0816903275627354,0.2891015771811925,0.4239773608934939,0.2326297035166251,0.14250106561126064,0.34990969284041107,0.08847502006182707,0.2532654220388612,0.14777991989675215,0.09808663586446137,0.2511674496350864,0.17124528112716703,0.1314135038935731,0.09743382916530127,0.08308040292199353,0.11616089689583406,0.16528186668941228,0.20424182440741945,0.16073560738949932,0.16627268762134229,0.10842086079436351,0.10698954642435783,0.20890204126911632,0.32522922408985894,0.11413018597689353,0.14140531836796297,0.12167112023795416,0.3036644781743169,0.053968854913785655,0.16783460789965088,0.07371492122250123,0.11369108883602128,0.2103913197631861,0.14533011227636652,0.14128600949506315,0.22864700433599164,0.17911127353787298,0.33064010554109535,0.6768128155326442,0.18065211544520968,0.2940620199785757,0.19264247020386993,0.2931543323028844,0.14716657206999711,0.13507990169758866,Cal Poly Accounting Club CPAC helps students develop professionally and connect with job opportunities in the accounting profession. CPAC creates a community of students and professionals who give back and help students progress into their careers.
Cal Poly Alpine Club,https://now.calpoly.edu/organization/alpineclub,0.16203476722049012,0.5516393999613081,0.4664717944649622,0.34143934311658986,0.16055020783282922,0.25779707577937544,0.26544639421108046,0.38730917982251095,0.2730619799667542,0.1800621322390769,0.17679908608291067,0.26611229110921675,0.20703755904575372,0.323211114914706,0.30845816922565694,0.18134735045523015,0.43566392609082033,0.6911174776109389,0.8290234841862609,0.1668832763180303,0.1790925589364712,0.3972433945927306,0.11766503401594013,0.32639274585003036,0.46910303989201235,0.2902423211342846,0.16358089953324328,0.1343463293950568,0.3361191405462231,0.18338598335365774,0.20919516996127577,0.1823100424232311,0.17877084801049098,0.2838138919382994,0.42772823568206164,0.25559561430843525,0.05659693086078662,0.31074121502325264,0.1868389022801381,0.33703656472314225,0.4198862532811264,0.2740587550862461,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25699350490698675,0.05477962141775977,0.09064381864592351,0.1139685542244395,0.1259881526741703,0.06467549313257868,0.23403202783721905,0.30459950223349386,0.35396962993307146,0.2553453990266653,0.3485772803168908,0.3945729379301477,0.2677208662596823,0.35547536795743884,0.2430827720749319,0.2895282488973737,0.21807553562984275,0.2150384468505101,0.22539473852418196,0.18654228428234104,0.1960633462100286,0.2104583205337609,0.25413789994103975,0.1413846643039281,0.33746257080896935,0.40598523094225303,0.06212925918029975,0.1040664999241955,0.32102792048243417,0.3787943450469034,0.20014625751036688,0.2959157710990593,0.17712220796048916,0.19801275500156523,0.2769630193085737,0.4065817734870669,0.2727832838434913,0.3768922521515306,0.1974208388203461,0.41175430573983485,0.22851180347920014,0.20661423449317454,0.19474383684424887,0.21820349807427644,0.19117475825647418,0.2704391255890821,0.15500316500721134,0.3344082436386561,0.39960320968910623,0.2825484752644546,0.20108296798932476,0.155263135379859,0.24758664919830592,0.20236645621602406,0.16941500316179509,0.2667925096850814,0.15968501731039175,0.1343463293950568,0.11670034807831231,0.11315876494887846,0.23615966483144607,0.2524011048188694,0.18367050081177683,0.26321898047776215,0.1988880439421834,0.86611169954985,0.18547018304460244,0.29819739736344697,0.24014990974020878,0.18342584903579517,0.18963639218003955,0.30349718290772176,"Cal Poly Alpine Club Cal Poly Alpine Club is designed to facilitate safe travel through the backcountry by providing gear, partners, weather assessments, and educational resources."
Cal Poly Amateur Radio Club,https://now.calpoly.edu/organization/cparc,0.1529806825654423,0.48717584189266694,0.4913000547697687,0.2688363804979529,0.161811641141312,0.22253780711262428,0.36119083088705745,0.3696589719835726,0.34662644279415644,0.3204365630271709,0.12700342203328507,0.2949930570190894,0.26919923802015255,0.4739133212430982,0.4062617430001185,0.2710894755610276,0.2224599471107378,0.5668505707961989,0.469544895679731,0.09106132873136041,0.1897706808752513,0.49595256176229163,0.21360288239923175,0.2778987150368146,0.5443862695676558,0.3743803075160387,0.1377865447166094,0.3483577155157494,0.3490367160789562,0.13777384006276694,0.1874986512021995,0.19425069691246544,0.21902568437013087,0.39822227141059124,0.39303280098611754,0.2578668201652267,0.20324541637203375,0.40180834511117625,0.23994097019481775,0.32780609027546814,0.281214055160564,0.23874119576512653,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2957206211011185,0.1359531086377562,0.16765492724523537,0.1828064727441599,0.18461352018582097,0.1527492963893205,0.2779998590912671,0.28007424455114727,0.3726792488818682,0.3749287530257822,0.36590462448757927,0.3664559553108163,0.2848029755707743,0.22199796397395943,0.253507376809035,0.2912770215684224,0.22788885060357142,0.28703040099477545,0.26741056035321176,0.23138983504525634,0.21385269495053386,0.28396354568556437,0.3298732411850682,0.2498407393303531,0.29712121258164453,0.36822281287504616,0.3667509793167272,0.11126031203753461,0.38721144114930617,0.45199438569166894,0.15829525628098498,0.2180168805225432,0.2639190021369276,0.4016542489297256,0.2886049974387318,0.33667293524712144,0.2565272832470767,0.27546061810827444,0.21041325751972922,0.3269710770654852,0.2832062707891021,0.2952836381439102,0.25176949386513386,0.32484402114485444,0.2675007963427752,0.2745521257057413,0.3796045831430087,0.30254394922410255,0.23122433064699816,0.25185593930823197,0.26164818613184343,0.19378516573751936,0.24581713309574285,0.20133524130799435,0.2706275240474342,0.23198554671086566,0.30627294327578697,0.3483577155157494,0.11688681205786962,0.15355240375103923,0.24986198715863017,0.19297859216851124,0.25811259462733493,0.2529967980523762,0.23724033201162822,0.4379538767898234,0.24998198217494624,0.33666993908835713,0.2447482413073649,0.2451885085455624,0.19770824082563315,0.10442527705800207,"Cal Poly Amateur Radio Club A club devoted to the application of amateur radio, the use of the radio frequency spectrum for noncommercial purposes including experimentation, public service, radio communication, and emergency communication."
Cal Poly American Medical Student Association,https://now.calpoly.edu/organization/amsa,0.26466934512249524,0.23702032478323826,0.36187384347984186,0.5772255532197991,0.2583832623325511,0.20738956040157153,0.22189695846692395,0.34373603595444446,0.4235711587305311,0.20562752505146092,0.17810583387780732,0.40835538416663597,0.34088746918701357,0.13099294576309004,0.39888318527405464,0.42888215904890925,0.29349800791485847,0.31738986878699843,0.133161234033826,0.28341975587186885,0.3242034571881374,0.7145043911105781,0.17342756842107082,0.16853857755378007,0.30513506171038984,0.2767928985502884,0.2758063309319258,0.17328768592454524,0.3136145583327805,0.18729410359874477,0.18680155565715376,0.21385752667665148,0.21696195707409877,0.43132223545225173,0.49139779683168194,0.1454888778961732,0.25668315803508857,0.42547128736089795,0.24540564530943282,0.389020721689432,0.1993773952561469,0.3196478530815665,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.36632422112510665,0.30576066762835263,0.20728979380337587,0.23888984349576114,0.24599345706484577,0.35693479961344177,0.2966349193876754,0.28101027696190584,0.2603159770961931,0.1620013695114817,0.3071440910168368,0.26430519066771874,0.39558666575872814,0.27812163048056704,0.2997931325172881,0.2933507382984877,0.31718492322047637,0.6812553744768174,0.5218715017511415,0.5385894353830749,0.25679140898813874,0.44688121753835786,0.33294365977237994,0.2785294025492583,0.1713556291879904,0.288759926653702,0.2195999425537758,0.24738604577632956,0.34127037037356317,0.44749164781626916,0.1931869682399854,0.2607360470972885,0.264264151168608,0.18671624274761345,0.34289560925370677,0.22810509315250801,0.14762078930694789,0.18346045984059783,0.2970555194986553,0.18441689052794777,0.2452560781608573,0.09655121731796887,0.2849249449614959,0.17695000806956213,0.13317938719868713,0.45456640408517496,0.3484371906160396,0.47314902329198716,0.16262000126031317,0.3206985517276326,0.43487687535175695,0.2520317926085557,0.27880392168246393,0.20418759397002786,0.33492920008382754,0.3468241739930112,0.6283018850784806,0.17328768592454524,0.26637339196579396,0.25671528758002826,0.22270278761542203,0.27893025544625183,0.3281301414975293,0.518275764216235,0.48338800179683805,0.4866532017154361,0.3995596459123011,0.3483850190281043,0.31173677867199956,0.3743686856504147,0.2539244751750899,0.2608610333688355,Cal Poly American Medical Student Association AMSA is a pre-medical club focused on preparing students for a career in healthcare. We act as a valuable source of information and provide opportunities and experiences in order to help students thrive in their preparation for medical school.
Cal Poly Andaaz Club,https://now.calpoly.edu/organization/calpolyandaaz,0.2541579649287787,0.6315815049101952,0.3538205907668193,0.2624917721655576,0.2681002555125888,0.18255235334354403,0.3563277966186196,0.3568042279132992,0.5653676625957377,0.4518612104710145,0.26038782184597487,0.19853221295548565,0.13730838809267087,0.2111316959310825,0.32897824130451997,0.17359722047041223,0.4401872273135231,0.5068992581232169,0.4332654252857282,0.1703873226244402,0.1883135095224832,0.3700762475214495,0.25181934790724403,0.2878776902310288,0.43659788997923016,0.5368778906180194,0.28231633429588354,0.6497531973462484,0.7946730771318102,0.22201441503561586,0.24526401756047944,0.46408940502038065,0.1978952622468515,0.3504674903792617,0.40077396651843933,0.23075426380780717,0.2125385828306257,0.20688802029559822,0.22179911035317013,0.3196949737475951,0.3864817742970478,0.381738887427916,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.322892331466737,0.31174228809546933,0.22402463186527827,0.30024077764869783,0.2650129055521369,0.33022024427042884,0.3390107589924862,0.185826597997566,0.28531237758375005,0.2103870124295413,0.2281095333582926,0.31339664202378625,0.16047090589768734,0.21316492184617963,0.17034053130107457,0.2098946597944739,0.34871223450417055,0.25221213174205653,0.10649129395042903,0.09483443478964348,0.1697376838193409,0.2566157781171545,0.37418743571727336,0.22367401693978545,0.19963997144709783,0.22466871794354537,0.15276188721544204,0.13937784858782498,0.32248285315961345,0.40277635041766763,0.14612858289544395,0.16526399757519672,0.1845201235522952,0.16277437186195676,0.5170932202741483,0.2563628114391176,0.12385941648941322,0.21228036398432076,0.18081890536129774,0.19831954746389788,0.14310832045482022,0.24407094566361434,0.3547719406771075,0.16861648616935937,0.15448470690428193,0.28661489706522825,0.18355855884353106,0.3759046677098501,0.16114493453339135,0.22718246127201597,0.2559637625980287,0.18916433729408394,0.10915727570905603,0.1672806815128277,0.2853228569921769,0.22815502801339965,0.11582025047124254,0.6497531973462484,0.13707471277216868,0.23851120883087626,0.31773482242241,0.15333429627670633,0.16977098646175778,0.18186151147304275,0.25963278679486623,0.4436731852938922,0.2697910514467979,0.30608763719057425,0.5083137393601946,0.22666378781891922,0.42811394098249145,0.2471103058470595,Cal Poly Andaaz Club Cal Poly Andaaz is SLO's first competitive Co-ed Film Song Dance Team. Our music especially comes from Indian films mixed with various western pop music.
Cal Poly Animation Club,https://now.calpoly.edu/organization/animation,0.23445547381894785,0.40684164217838,0.33927448304040847,0.36747037031399743,0.1544377556582036,0.19327897693085605,0.5200349462333682,0.6832252552655379,0.5647850589533863,0.5247109037144561,0.2092832445654969,0.37507359394352013,0.30548004495419967,0.28792900238490426,0.43918262348654097,0.3458793218287869,0.314929520736407,0.3824994860276268,0.4107820737348717,0.11841315253379497,0.13568596757928522,0.40108937025139724,0.3656304067350963,0.3576809281089461,0.4790921247223188,0.8407263826914433,0.4116042550111108,0.38350535305671557,0.4983162262741024,0.3229617237417459,0.22865863218902144,0.34261093385209174,0.2375721542630735,0.40455543572599545,0.5510019522582806,0.5090913841670839,0.2709595410658002,0.3396970567767857,0.5256558855720858,0.4309153044664662,0.3051474500637932,0.47989804656682605,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.42239309917158063,0.27234920611042746,0.24406806414943438,0.17246058714728987,0.25319653200441766,0.27784383444541705,0.2693245151414241,0.25450525815540626,0.29555003061860297,0.24809817605700346,0.28684861531004424,0.26882091956516924,0.3474845090421145,0.2089809497839757,0.24681627224049033,0.36946006446997776,0.5030821128956839,0.2970886000745334,0.27707504385265147,0.2010665783243976,0.21673631557454415,0.2123322072539791,0.32626886115630893,0.4159822317957541,0.23425494580106238,0.3303625848726679,0.33645895932917247,0.14995179509536732,0.47493828942423816,0.5189058121383164,0.177414203095705,0.33688957756422905,0.2392397556476017,0.2525102619652387,0.5205523863238973,0.1631274775203931,0.13299061608740936,0.1184899880857698,0.22950528158948302,0.2036753083204509,0.20878934872997507,0.700171424239165,0.3982039667437324,0.28563735840875465,0.21410789008153114,0.3677921497793866,0.3383441302461492,0.38424423520794415,0.2756742747357269,0.26466979761785475,0.26256477278385176,0.2988013729472435,0.192376603180945,0.19766551628075635,0.279514818987992,0.3100704156920249,0.14032620076644245,0.38350535305671557,0.14057997169779163,0.2465503025337475,0.31544433684867845,0.21830027250745626,0.22673337984099284,0.17424145814360248,0.33657664709743085,0.4210479163792099,0.26943429072765523,0.44745177080170456,0.3953942857612074,0.2502174044163809,0.552340301548649,0.267649254839713,"Cal Poly Animation Club The Cal Poly Animation Club is creating animated short films while hosting guest speakers, workshops and tours."
Cal Poly Archaeology Club,https://now.calpoly.edu/organization/calpolyarchaeology,0.251634299162608,0.39446184182872873,0.42429834023633295,0.3494821507293615,0.2066132804561436,0.2951857560438345,0.42041041407250634,0.6058572562861179,0.398896255116048,0.5296964060043614,0.24374735394682284,0.28663584565785727,0.26975035021700255,0.2597211469780911,0.3654683005417377,0.5431526066034951,0.17493877841076064,0.43590708363907876,0.45139499705191044,0.20768584202678775,0.18751553614122618,0.6507880609770268,0.30525268435484443,0.2713317601247679,0.5854975695632161,0.4127006513066116,0.3405960349097298,0.21489748919516052,0.33756213756150955,0.25647238126166055,0.3285306000154027,0.501184365758499,0.20443801235562142,0.41111964409342006,0.4477656971470837,0.31903210541690713,0.3560421167904397,0.28534414929586277,0.22368099310365613,0.3536282040349986,0.30929616093531637,0.30005503747208234,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3940219828118609,0.22709955269966345,0.38293454164162244,0.2981760626910296,0.2725314193987113,0.24053246063303024,0.35763257210507005,0.23388854123770111,0.34227021470442,0.2778656449391686,0.46406722299545544,0.3284968707882935,0.4255375396270328,0.7220865145259859,0.48412748363230457,0.52248705133046,0.4114287740252416,0.4074824066333025,0.37863354389639825,0.21198163594533084,0.2769191818841768,0.24816171757895295,0.37073631170037935,0.2273352400520684,0.36373605255385344,0.5846554202536978,0.3178777349228997,0.2841256514064371,0.3373396515409526,0.4591114255834874,0.30541681861750347,0.2655924877211801,0.25215843680978683,0.2491326151319515,0.361334483759013,0.5950795587841745,0.3243269422115669,0.30234633670328903,0.313287355015475,0.3251799304269864,0.3014314704145665,0.16238627979228012,0.6702345604975383,0.2766865851236261,0.251188037546013,0.47328805041699523,0.3100892022981523,0.39217350929989775,0.38769887656839097,0.35576566110007396,0.44563797147135403,0.2558544561246071,0.32508698304958633,0.31981150171415157,0.241765511846397,0.3233415524900313,0.45281842193880617,0.21489748919516052,0.13893021170946146,0.3429317014773702,0.20686687764084316,0.4035489015892567,0.33476124680386266,0.2716460265420542,0.3882882796032219,0.6200797105461301,0.4638585156008214,0.2931532493581219,0.28718505758049334,0.306140095601792,0.36499013706084654,0.3623201770359027,Cal Poly Archaeology Club The Cal Poly Archaeology Club aims to promote knowledge of the archaeological discipline and provide a network for members to connect with both professionals and their peers.
Cal Poly Archery Club,https://now.calpoly.edu/organization/archery,0.156896542661843,0.44230966501158053,0.3821440258850773,0.2729276485319685,0.14342703899840029,0.15142084389822108,0.14249561213479467,0.4452637435246182,0.29837037216789863,0.20558028308336537,0.17621608885402423,0.37617595354255906,0.27339062687316784,0.1409224428000745,0.3258349014546649,0.13296472316221405,0.3167654901501468,0.6905793101594011,0.5747098773726501,0.16338561552224232,0.1617472547087666,0.4177204007661486,0.06830779399401754,0.2803180086649798,0.32957260152085466,0.1973872308641001,0.23868601560803387,0.09906291291372013,0.39952429088946667,0.10712052305152311,0.2690036240239681,0.15652479577970962,0.09879668869985346,0.1445382509144798,0.5298249672806068,0.26938337425831876,0.21135908244162352,0.36055548235814733,0.1298743666933429,0.3342069666438207,0.34788907300971095,0.2598514377846556,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.39248221048182996,0.2259863021296959,0.2478083936209204,0.2241654106279491,0.3303765677041452,0.2469233521643279,0.35057970595659244,0.14548316336204614,0.3821539785392235,0.27857135936446575,0.40445062061191533,0.40141033311173613,0.3443642909785597,0.22107523483542732,0.1674471750662742,0.20748566880391264,0.2095130884010213,0.20657156131098364,0.25187339486759164,0.11069450701964671,0.1694144781184134,0.19255120021874345,0.24602056363913388,0.2968047698599773,0.24069006179838276,0.1967112124567087,0.09059422919598217,0.11140391172888514,0.15335656654524088,0.3137538413116186,0.07604432567976263,0.2413251972641749,0.2068463384355215,0.0690528644866281,0.314809648905819,0.3110361740312204,0.12185648936344087,0.29910650217004403,0.23495601821515438,0.4221379246930191,0.0637790017316912,0.1388860805471778,0.14686645540457122,0.0714275543368601,0.18161506114851428,0.24914509861585338,0.20697713636653095,0.45811201822950987,0.23366840505967218,0.1755398030668805,0.2262064345128233,0.08172040084087565,0.1288402292165736,0.11808664180034564,0.21176269951723897,0.1597875222171126,0.10025890085513438,0.09906291291372013,0.16622523236069078,0.18492327263490924,0.19380208894504486,0.2622603095297319,0.16213602240844655,0.18519877223940673,0.2740774232181269,0.603819573158496,0.1466841644783506,0.14439279406984232,0.1956488822946812,0.20141463804121618,0.23402132833363792,0.29260206232225383,Cal Poly Archery Club The Archery Club focuses on developing an individual's archery shooting skills. The club focuses on recreational archery for both beginners and experts.
Cal Poly Astronomical Society,https://now.calpoly.edu/organization/cpas,0.14994783079855817,0.19293727631529206,0.40386195657794605,0.3679030973478124,0.2526158978448983,0.2720695993196396,0.39189952957906643,0.34763417615254777,0.42994063817951056,0.15010897607217497,0.18042602632319416,0.2502315127742296,0.3298999185235044,0.210170302811825,0.3642114514420941,0.3832661721887537,0.07812116561064794,0.2874409762371106,0.21971875798108081,0.1408290533998333,0.18190503800901725,0.6182671399495482,0.3608894672488421,0.19707261142306268,0.5354896126460464,0.2896339111515578,0.2650696637319735,0.2657164998744169,0.32877578423917597,0.24056349175439795,0.17011426823672043,0.1977236522077528,0.12100825771012598,0.36897513120673825,0.43647407864166277,0.2809870762145987,0.3234117727936462,0.2229267958852491,0.2545947269912988,0.2713545093089655,0.30957982009023494,0.37276025734101437,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3549757360873115,0.20270777092604436,0.20610152760828865,0.3041570983026357,0.21826266213056705,0.1650686142232247,0.3628319406475795,0.4961852295995901,0.277294942398702,0.2608216782498267,0.4199924195680779,0.35129021453649956,0.3612224308692288,0.33121738850498683,0.29593421636071526,0.3037592633954629,0.3641472143988067,0.49419378307200346,0.44931100320423506,0.31163386714879604,0.21907815163521752,0.2906574942296507,0.5201814564385095,0.2112329724453139,0.21640237997987438,0.3963794175891165,0.2370514731855819,0.1276638880848689,0.4538728346968334,0.55704979008716,0.11419875560237193,0.3460161269854911,0.27019240854603654,0.3604588344197953,0.22520854095114792,0.45118628687847956,0.21624275036738216,0.20199728846425316,0.26938133928828856,0.40484638504158493,0.3743261816003755,0.34079240737914357,0.374289710001794,0.2686530653923125,0.2109993482860495,0.4229815351211374,0.2627670149324748,0.3567069454446829,0.24994019375961818,0.3504978505101276,0.34577356347036436,0.19659044446570292,0.35379884739542194,0.2665008394728242,0.3419905701197719,0.28661644338744163,0.43634591508521603,0.2657164998744169,0.10452643921787386,0.2996534350234634,0.3915034409280489,0.4486231937741435,0.30234905996624034,0.22976365970314414,0.4025624607787064,0.3993405597164699,0.44111054059421434,0.3326135062095327,0.2433457135057699,0.31330070461883125,0.3092329958613644,0.24807861289277175,"Cal Poly Astronomical Society The Cal Poly Astro Society welcomes all who have a passion for space, no prior experience necessary. Throughout the year, we organize stargazing events, guest speakers, and quarterly camping trips. Hope to see you all on our next astronomical adventures!"
