Club Name,links,Leadership Development,Professional Networking,Academic Support,Community Service,Social Justice,Environmental Sustainability,Technical Skills,Creative Expression,Performance Arts,Visual Arts,Cultural Awareness,Diversity & Inclusion,Identity Exploration,Peer Mentorship,Career Preparation,Entrepreneurship,Research & Innovation,Physical Fitness,Competitive Activities,Recreational Sports,Outdoor Adventure,Health & Wellness,Mental Health Support,Spiritual Growth,Faith Communities,Global Perspectives,Political Engagement,Media Production,Technology & Computing,Engineering Projects,Scientific Exploration,Agricultural Studies,Business Skills,Industry Connections,Social Activities,Campus Traditions,Educational Outreach,Skill Development,Discussion Forums,Collaborative Projects,woman women,man men,lgbtq,White European Italian,Black African American,Native American,Asian,Hispanic,Native Hawaiian or Other Pacific Islander,Greek,Christian,Islam,Jewish Community and Judaism,Hindu,Buddhism,Muslim,Sikh,Aerospace Engineering,Agricultural Business,Agricultural Communication,Agricultural Science,Agricultural Systems Management,Animal Science,Anthropology and Geography,Architectural Engineering,Architecture,Art and Design,Biochemistry,Biological Sciences,Biomedical Engineering,BioResource and Agricultural Engineering,Business Administration,Chemistry,Child Development,City and Regional Planning,Civil Engineering,Communication Studies,Comparative Ethnic Studies,Computer Engineering,Computer Science,Construction Management,Dairy Science,Economics,Electrical Engineering,English,Environmental Earth and Soil Sciences,Environmental Engineering,Environmental Management and Protection,Food Science,Forest and Fire Sciences,General Engineering,Graphic Communication,History,Industrial Engineering,Industrial Technology and Packaging,Interdisciplinary Studies,Journalism,Kinesiology,Landscape Architecture,Liberal Arts and Engineering Studies,Liberal Studies,Manufacturing Engineering,Marine Sciences,Materials Engineering,Mathematics,Mechanical Engineering,Microbiology,Music,Nutrition,Philosophy,Physics,Plant Sciences,Political Science,Public Health,Psychology,"Recreation, Parks, and Tourism Administration",Sociology,Software Engineering,Spanish,Statistics,Theatre Arts,Wine and Viticulture,Description
Cal Poly Men's Lacrosse Club,https://now.calpoly.edu/organization/cplax,0.28844166789366493,0.4133191040310828,0.35735750553672524,0.20445532860942017,0.13046662435068535,0.04312451820405802,0.35235262135259565,0.19289197371458983,0.3141146135943812,0.30458635406675544,0.1466136902035552,0.07521451438108814,0.1968125920175966,0.23367054464488554,0.22763133022029436,0.2167178124706785,0.1498699522433548,0.4871066033502613,0.610053623326808,0.6022405150088339,0.32264563222859566,0.09609683415081369,0.15435301566532778,0.18693212074100904,0.2990816435018985,0.12752073242860046,0.142167624384715,0.2568395271281494,0.21411374180311893,0.2072980184234182,0.18366648691449994,0.16531364899738438,0.28679081527280204,0.24086924136331078,0.2721657372823557,0.5340522973744464,0.3292598654947486,0.21414429168476545,0.21942718179653847,0.18811724720060366,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16347073051874064,0.15232003030028457,0.24632368573564553,0.20669347152341636,0.09102541289801742,0.1395890640708234,0.27338756101032846,0.34022289934226946,0.2048220230194246,0.16881353929592083,0.18857826531654065,0.19640382291130445,0.23772895629329727,0.2869969332408824,0.2770895015138488,0.12353926842839734,0.09948699401107428,0.12823612703646414,0.28116625424319636,0.2017728306955316,0.2333710357494851,0.3472681003682804,0.17288145043410202,0.12752261080124805,0.2320359184227969,0.31562876455100586,0.2569687815754535,0.1299466159958211,0.2835405096339513,0.3440846127569073,0.16734058086297815,0.2591543474775465,0.16683700426487216,0.12573148306803342,0.24181504583792854,0.11191916263465786,0.07451066491850612,0.10094853787570719,0.11964424646174922,0.28002230325541977,0.237414470100592,0.2678646340201675,0.15748771891836874,0.19004481439410087,0.2080972402822162,0.2812347730389758,0.16940408684709607,0.45764074505370694,0.222358763161206,0.21724311056848253,0.203259032934963,0.28403959853511174,0.1798158539841431,0.18196432928458853,0.21686389096623668,0.30253374292908686,0.2909850802034827,0.0624998581616915,0.1691419748312657,0.10666202556753225,0.22881494463922586,0.301835600439991,0.23096079915718035,0.1482042992397275,0.18895996533101442,0.3634840897654451,0.1909432357018917,0.24407471795679822,0.3358207865142131,0.30373947042714744,0.28324535278483004,0.46554398420120824,"Cal Poly Men's Lacrosse Club The Cal Poly Lacrosse Club is a highly competitive, organized, and professional club sport. We compete with teams nationwide in the MCLA as well as locally in the WCLL. We continue to grow in numbers and aim to compete for and win an MCLA championship."
Cal Poly Men's Ultimate Club,https://now.calpoly.edu/organization/slocore,0.30268531203824656,0.2507930458572538,0.29097237530142306,0.2643188803818886,0.3177460167570348,0.2452146838258831,0.2399670113800373,0.3827864509814235,0.41102149962672785,0.3581084702731871,0.21078636628066078,0.10705663057175836,0.27888509839846165,0.15675027253146132,0.2551995649726264,0.34295103191771653,0.23632210000073595,0.4510738596802996,0.6478405207221426,0.6376666372635222,0.5168248586608968,0.15385048843783516,0.3610946766062773,0.25354529743573573,0.17981146420123165,0.254025455974954,0.21492059906107425,0.28123470150319113,0.26421581687777745,0.24289008878432158,0.3519610155257987,0.2738626746670569,0.22678306737286508,0.177184526383652,0.47535762539105697,0.5196785136798729,0.3140837900043262,0.2708765214402843,0.1514835286454395,0.2452226159059995,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.15632648836481236,0.21422873130836065,0.33931196738717917,0.2852563148201316,0.20601809647654182,0.2154356222990631,0.33241144385072985,0.31739798153852683,0.22702416776133544,0.23556384863255858,0.2877884377231009,0.21480952063476583,0.3979678563265966,0.3348474433631195,0.2398882373384011,0.19317127018343555,0.2771687269130733,0.14923370967592547,0.303316549804417,0.2137245871834995,0.3499673693763548,0.3494466220910083,0.19574442778397028,0.19551429542089377,0.3316887223819389,0.25004087997480395,0.29126686609763536,0.14941113469390718,0.3710766566342517,0.44296783516025584,0.1883560390418464,0.3058728182293663,0.22687401804928975,0.1934758210702403,0.3027437524893815,0.1318182149601025,0.1811642592353825,0.27989723820529727,0.20327188685949352,0.25348205545254787,0.24356014829812142,0.3291837236843621,0.45605072855183854,0.18053018180890248,0.2738662150404537,0.28324129258310987,0.25355092142662444,0.29088052136940223,0.25796992550557635,0.18822770987067114,0.1999062448528897,0.3030604702637125,0.19261922886178295,0.14061157997749238,0.1968567100152439,0.29285098381230634,0.2875323407291345,0.20861353541473726,0.14843914900788702,0.18987865605691043,0.28926324516703256,0.34744230447109964,0.2808923993268827,0.23928612936011817,0.3205925917018959,0.47052912227379506,0.24970490043876478,0.3147067689603102,0.4023832858345482,0.2901156968458489,0.24726678315654022,0.6566401355845306,"Cal Poly Men's Ultimate Club SLOCORE is the official Ultimate Frisbee team of Cal Poly, San Luis Obispo. Founded in 1978, it has represented the school in local and national competitions with men's and women's teams."
Cal Poly MERGE Contemporary Dance Club,https://now.calpoly.edu/organization/merge,0.1818626711740332,0.3197950192476171,0.1598040919297502,0.39133039488937,0.24228871883877287,0.13150762189582305,0.24708000254021645,0.3959163817105167,0.7692854981454743,0.5428427080005431,0.29196964821441285,0.21447054058543963,0.4789560718872723,0.32891839142013013,0.3405442623508951,0.3759036845710694,0.20573710550303081,0.6379242846886174,0.4743330984148837,0.4515559976219087,0.39378812279632897,0.29809437998514376,0.3721584754386923,0.32253208206324013,0.349316885283687,0.18691285040499764,0.3567244540671233,0.36270333750565864,0.23913518551201265,0.10822261475516239,0.22592447938857538,0.1018021425180445,0.3241558280508169,0.32620245512994106,0.5111353738301012,0.6284615146698723,0.37867381658519994,0.23656682282085667,0.23256604104323142,0.30465187527816845,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.18417322259897936,0.27816836752754104,0.5294386634094868,0.3481554313408951,0.39524909721780943,0.19907092925114217,0.3950816058233507,0.2079612101859652,0.21298450458971271,0.1292362307686973,0.10062716863447238,0.08904906722449646,0.16842965562437462,0.3612814434912537,0.3028822026216032,0.3003234337959175,0.4374604774398716,0.18257543924645037,0.13149464018593388,0.1323606433150114,0.10492538029715065,0.36775743463854615,0.2528367574061408,0.153234883363166,0.24200623881291813,0.12240662967063651,0.2426617573114545,0.24153500302462966,0.20032395565974181,0.33535346847590375,0.19617185266867848,0.20746918327748737,0.15620802536379885,0.0859850211751498,0.2762522344773197,0.0051124879198969075,0.07005817288976772,0.07525096985410729,0.11789466968282333,0.17087328242501895,0.058648738479508286,0.27224308412294507,0.20087939093453464,0.13586303080390666,0.14956862842545401,0.4669170701275755,0.0963076520717531,0.4595635513455733,0.21673226079079777,0.2587813391737055,0.2590599855461251,0.15358155753240876,0.13533759273824442,0.1465524206945086,0.16165114020814683,0.1597256791360866,0.14911857285539476,0.5062062615061909,0.20529458520105137,0.19802226071544599,0.20036555536173084,0.27653317025093854,0.2254256910768995,0.23400665061471126,0.2581769000284635,0.5563570469444156,0.3705552676299317,0.16213597395614848,0.4394372634020627,0.19776892954711767,0.5553001304907244,0.7798086993271284,Cal Poly MERGE Contemporary Dance Club Recreational dance club that focuses on contemporary and jazz-based styles.
Cal Poly Miracle Club,https://now.calpoly.edu/organization/cpdm,0.2588681402301971,0.19373032181414224,0.2897400544957475,0.27624025268907676,0.11296736552382426,0.04742828609961201,0.0,0.36692565846869385,0.6024304858638813,0.19230865359018304,0.14312940577433259,0.05912275716938935,0.09221784771030818,0.4167011600223778,0.1380002367494034,0.38785021390622687,0.20473230400543338,0.5601930859455155,0.5701958773569888,0.3825858302269797,0.4932140343747074,0.2854049407847643,0.3027603897497628,0.4538493751263837,0.39033679037015484,0.15478419425906,0.2900544611955679,0.2985231660086771,0.14209836575952847,0.13605004245273988,0.16251172195491884,0.056759599648204526,0.06947075425217888,0.10515874474984804,0.47399230091630107,0.46476276122195453,0.4457952441584283,0.22897501766561346,0.08553350924936025,0.20661389022922094,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.09903764849614595,0.19029310973457572,0.4036538196131196,0.26013199714239743,0.17923586385517162,0.1103527782448192,0.3020734686713116,0.07200037418585345,0.08054923402885279,0.06683659146408177,0.05597018222180421,0.01988037148042035,0.2131270883371258,0.3338455103556447,0.17616406431872805,0.09487702403923425,0.23073747215155987,0.21475802406246236,0.1992199705199751,0.23469646932181767,0.1704780417171307,0.13462139208041418,0.050986608370505004,0.37362198365989496,0.21567691319525809,0.028676157130432978,0.17092214809161005,0.11655606308456488,0.0668875627133596,0.19856288171180458,0.10401235665314232,0.22330346519492136,0.11139938369170838,0.06107559587052886,0.10902487737270737,0.0016222551131164775,0.015663173356638485,0.0,0.07960990065680813,0.15427483928541433,0.0,0.09577574076065981,0.2671035049263268,0.0,0.006250879555876665,0.19105616077651258,0.1385931000036601,0.5044487961635015,0.09371416913598132,0.13873393311202592,0.15187948664180956,0.0473310215192282,0.06765168733065328,0.03332568320178186,0.14573458629367417,0.07891036859234177,0.16355436783843275,0.19247561586503953,0.2179632929637867,0.0038153458322908312,0.07585160662413287,0.23368548608905604,0.21640553819220032,0.3409780601490837,0.13645819746130025,0.4502444787962954,0.18611384743536555,0.04165224920512503,0.15963192364572334,0.20220323832958015,0.31442232016571803,0.5827767577631242,Cal Poly Miracle Club Cal Poly Dance Marathon was established in 2016 under Children's Miracle Network. We fundraise year-round and host a dance marathon event every Spring in San Luis Obispo where all proceeds go to the Cottage Children's Medical Center.
Cal Poly Moot Court Club,https://now.calpoly.edu/organization/calpolymootcourtclub,0.17136595694709256,0.20652224530531982,0.345933196713098,0.46056860754812634,0.6305469883924881,0.1735918994106722,0.25383854632462544,0.3381273281848223,0.3631445701100746,0.30004310666465034,0.21012867778674443,0.09596211232496031,0.27189994656050187,0.37715771111361773,0.3316648354063989,0.24854767089513569,0.20732770953290047,0.23435592764435653,0.4855532132336422,0.488338450070522,0.32376522288735693,0.02232240392341513,0.3939797156674205,0.3554970345570122,0.4910284685227592,0.3620605279339857,0.3897481131964386,0.37074741231608377,0.24155379948132708,0.15947031540716483,0.23313422770817263,0.23701295119352528,0.2801313982104946,0.1516661979432956,0.32467251163957134,0.381451257546918,0.20926544278616235,0.40635712268711854,0.5313448038525616,0.22091630855214675,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.28096251246652126,0.39196079996708344,0.3494683975669768,0.3427056157986539,0.38419180940359277,0.4026014245637721,0.33141246825327275,0.07193009478490586,0.22017490843067994,0.19548704892509566,0.26493703561244036,0.1947972952463971,0.30539111783766915,0.30328103954319807,0.20824315166036425,0.2306474655297039,0.21308957374460594,0.17446329594605858,0.13742972321534702,0.11135070861537102,0.19770045726459712,0.1545606990065603,0.2919830164891351,0.36951036120804504,0.2180242930782442,0.19265870863093565,0.49299662109256803,0.19931373407283137,0.23778575550764813,0.3630185092363379,0.2740168879315975,0.2391973732748044,0.24031745063404167,0.07467126496935389,0.5669255843240766,0.2478129964002592,0.16829143163792393,0.23186465131140566,0.11431687206330117,0.24386207796340867,0.10266789461894521,0.30806995588478037,0.2235131000545774,0.09285262458389759,0.14172186387685112,0.3177124225815328,0.39583116216395836,0.26613169877161336,0.22328344166505382,0.14225589914106113,0.2300126554501793,0.15227020292451113,0.0785203224166551,0.11094479477058108,0.22640424031850556,0.18068313676600753,0.14022299023218646,0.18952850380233238,0.06312509931268492,0.37212192455522225,0.1611313087820342,0.2847440772498916,0.35207230952055407,0.2598704734354821,0.46304867524055116,0.30976420652056724,0.3606722625851867,0.23107835408065108,0.3748123581078886,0.1743646761537595,0.3285958555698106,0.5587078391340593,"Cal Poly Moot Court Club Moot Court is a club to practice public speaking, oral and written debate, and critical thinking. Students argue over fictional cases and apply real-world precedents/concepts in front of a panel of judges during competitions with other schools."
Cal Poly Multiracial Students' Association,https://now.calpoly.edu/organization/musa,0.35975295635420546,0.3449555199624861,0.6659976066293767,0.5849162436129944,0.783354202967222,0.3181418812213048,0.4521954812703627,0.5308936862100107,0.4612231065785286,0.6034723470371797,0.6675347922169862,0.5769696152035683,0.7765481767118932,0.6685426999359787,0.3341022975659135,0.4158052727722652,0.3060535907148718,0.493469325921364,0.4532464610506929,0.34062299891275805,0.3428000739064749,0.27402494590648796,0.5080630538664085,0.40412272975514496,0.6893988456782504,0.5186238261883455,0.5784926585475062,0.30092400560204513,0.30083453942180954,0.3420197716884544,0.42988182033895705,0.2926579465769116,0.40091109068600483,0.23840213095281357,0.7566967521953115,0.8664230999007686,0.7125457823511797,0.44114107927049084,0.4875512330941233,0.4892394897046003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3495918812719464,0.43811085634282265,0.8078863947733537,0.5283337987464147,0.42467665967177565,0.502552126349415,0.49731008289029777,0.35285942812911364,0.2023025220014967,0.23611102539477208,0.23734564551989856,0.06263067255278823,0.376951149010904,0.6491345200276873,0.352574169917934,0.2838201481216474,0.33598249881711556,0.2628356102214524,0.3744573501499906,0.21044415148703022,0.1183226257467373,0.32027182007369087,0.42068378708533116,0.42047405927913395,0.31304653249324177,0.346337165614867,0.656318147052266,0.4866893907602273,0.41878592491015854,0.5508510605608241,0.19452960616569692,0.27457341847457517,0.37302133094276135,0.2220422173296212,0.5783520870744149,0.16216044029318427,0.24089494924996915,0.2431795144547068,0.2348684641743044,0.28169045122893105,0.2121727814958068,0.3820429277062187,0.4308732818116194,0.24260401840986548,0.1529716898219316,0.7146312754379707,0.35474518096716806,0.34696939335451565,0.1978555402491589,0.29959930985467,0.4299298647782322,0.2335484062267127,0.22321581664806056,0.2471095950839577,0.3644615263559248,0.27890815088255017,0.33474437445599536,0.27854100449445157,0.20324955212260037,0.3944332286179215,0.36355638453693956,0.3434678399876199,0.4547616459483239,0.27821571515160143,0.6766617782392661,0.546127419582072,0.7357633566889449,0.43586078896084346,0.5725783144127481,0.2966288346169271,0.38307721702208614,0.3959255144661564,"Cal Poly Multiracial Students' Association A social and cultural club focused on building a community to share, learn about, and celebrate mixed students' perspectives."
Cal Poly Mycology Club,https://now.calpoly.edu/organization/mycology,0.27595553231787034,0.33228607904150026,0.46486214897031736,0.43131690922127913,0.2464133633683829,0.23263080928960567,0.21992974865950518,0.30589173256616087,0.39758574828132154,0.3593280898384652,0.24303523956277973,0.16523322552313408,0.4349033903381679,0.5859371406793984,0.3871626781409243,0.3779213964641371,0.4394652493319822,0.4822573536897384,0.5703170310362699,0.4908999030447213,0.6266742724982823,0.36446774965854534,0.41724355985226225,0.5310964112394878,0.5296778778382939,0.31434422588945676,0.36547668038512315,0.3751591576298522,0.26627469118193453,0.293435676090912,0.7195297652959479,0.45745689621417973,0.21782731140016648,0.2209759820940612,0.7977169101799599,0.6634357631778827,0.6869554503919147,0.24408344631837703,0.600436447696005,0.4847490311074211,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.241847216027523,0.3341491049116542,0.544575044494663,0.2870189396237101,0.39686643433412305,0.2867341834431272,0.25485477606946944,0.18565823317130734,0.3641671223913009,0.3257037020059346,0.4564189473284971,0.29108483213287545,0.7032614795490258,0.4828747565121305,0.21244563118388377,0.22354372038225173,0.2333165414827212,0.6193454639757708,0.747512217817197,0.32929459707373726,0.3638661631888547,0.24712270989552806,0.5041479385039493,0.33234039492813683,0.2528034251312189,0.19015405775298722,0.3813797245904768,0.14457227486889412,0.17868931964064366,0.3652016193303504,0.21457873841989047,0.512625974178373,0.13639229350250193,0.04813533969888273,0.343389583192729,0.5042748633342744,0.24658369495349658,0.3322757969191701,0.438233190833854,0.5427100802274839,0.14720842174473445,0.24863232634627414,0.34177888776417575,0.07043446000266589,0.09550175015222534,0.5310219063192504,0.27637099112236535,0.3830803793977509,0.255553245997882,0.14567314453017466,0.2946143605943494,0.14718566393606297,0.3418544429146576,0.11631677601711432,0.2644712069452728,0.12510283874101874,0.7194945468077224,0.30093444008854353,0.24556075745439354,0.36544316093284773,0.30428344597436274,0.6190043868131373,0.2929674758982784,0.3634585099619492,0.5053611650395308,0.5999714692808791,0.36510256509450467,0.13950704419593946,0.3763894192711368,0.2679496498919487,0.3907778066310799,0.775275793758588,"Cal Poly Mycology Club A club dedicated to allowing students to learn about the field of mycology. Major activities include foraging trips, mushroom grows, and other research projects. Join our Discord for information: https://discord.gg/yc9AMaWfaf"
Cal Poly National Organization of Minority Architect Students,https://now.calpoly.edu/organization/nomas,0.4281605832200672,0.30458707335129814,0.404718223742328,0.2452521060803976,0.44704231550625134,0.4267680316359683,0.3919608371692137,0.36473518910707803,0.3852350345831589,0.5732321269438295,0.31750189335004075,0.2633060308469781,0.44973530582491916,0.30635781916419225,0.3877677258528542,0.4136594364339229,0.272273465331337,0.27852327251787995,0.23627107364570835,0.178436303995777,0.1737426042483719,0.23232537677666978,0.2518487509316221,0.36880837327577,0.3066924441514044,0.3863280954030043,0.43233110402124586,0.2711880090241793,0.24768185938211346,0.41405666314664313,0.2735959821716578,0.3129585985273822,0.35288467328410456,0.25591962077617747,0.16747543983161628,0.5128048551532114,0.2904631083701439,0.5023457617827652,0.09362259630092039,0.2985443838847385,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16914208963277028,0.3146791990668622,0.44449364468237146,0.5110575064244566,0.33957423752992016,0.3148133681601514,0.4540283032679835,0.4433413931996635,0.29573839935406265,0.18728010078991164,0.31942649686779934,0.2628973802856201,0.2365446659202317,0.528906639262581,0.7341768284751651,0.6094837904871421,0.49742595482248814,0.3020669710750308,0.23623216337677377,0.25072969266461886,0.30758483545678844,0.36835791446540045,0.3287054029792706,0.3734619421505666,0.44877439886578946,0.44115144963709507,0.2509709013938982,0.26945932892129576,0.39970346667603296,0.44841799583688874,0.4020179803591577,0.27605394442688536,0.3138285445154392,0.28158094947410756,0.1397725293537716,0.2950537072570237,0.32632670112299184,0.37791403804184986,0.17598199719377283,0.34460187135921105,0.3549841339524841,0.2960857395823461,0.2207906316582532,0.28357223559345224,0.22812927232742847,0.4207573315071865,0.25496775994074516,0.09372842768603619,0.46432250978319256,0.31321406409271424,0.3246956751908127,0.3360565507236353,0.177513226014084,0.3198563201441065,0.2812031410722815,0.34666511156598995,0.33282063630717784,0.11074241754131209,0.27136915317525,0.302124293146016,0.1984459714371782,0.3043793863087732,0.4280824278149535,0.33069341810100017,0.3729785659337573,0.2497314283838356,0.33231379770825215,0.48188980601104603,0.29759269875349276,0.29373625709805795,0.3940942716360211,0.28394923855574355,"Cal Poly National Organization of Minority Architect Students NOMAS is the student branch of the National Organization of Minority Architects (NOMA). NOMA’s purpose is to champion diversity within the design profession by promoting the excellence, community engagement, and professional development of its members."
Cal Poly Nursing / PA Club,https://now.calpoly.edu/organization/nursingpaclub,0.3595089696415838,0.470051884770931,0.47710815295493814,0.4454805048472024,0.2704512233925699,0.12573986197077833,0.35829023100551677,0.20436594134780708,0.32481136972184954,0.36277855470506015,0.1391877663504665,0.13478948194666818,0.3806129945869766,0.752471473022507,0.5450982851449709,0.24241187580804416,0.2637651316863546,0.6020740956255806,0.44543023422343864,0.3309267966917087,0.3530115131037488,0.25520447382030387,0.6900612624693908,0.40552428740397983,0.5223987752928254,0.193637709234367,0.26080002373128935,0.21262187894928292,0.26237396596398777,0.27447733080904,0.35456925614894197,0.16669451135432833,0.32841451301995794,0.36465474824945876,0.49836524531138204,0.5610170753953455,0.6156128497623482,0.40402272882520945,0.35039515340072136,0.2749130015987199,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.13935361105936422,0.15714723492218052,0.22385789372383985,0.28211005889325824,0.3118094612481255,0.05681473636320708,0.2551591823859242,0.23819196828277026,0.1547582964280292,0.17577605338069033,0.20304338288971585,0.09509155063003341,0.2350014492353228,0.3881008271687341,0.4328471896576681,0.30769044002005175,0.24580426919840995,0.3418571182469042,0.3279871738756117,0.33790647703722515,0.2313725441199737,0.30187364153351726,0.3136941510591715,0.29765226410671963,0.31081710136216195,0.2626234320961724,0.43278960173467623,0.12325859648257882,0.3343805377562672,0.44420849514157423,0.22598350210062923,0.309889650558817,0.21076786286783988,0.18288178406323083,0.12170668675169197,0.22247474443426904,0.18812500243832547,0.10774202923441974,0.1422470449094932,0.32119992837503847,0.2283400534121024,0.1992286758116673,0.11076369437002154,0.19822091961513474,0.09852254660278703,0.4913176348817505,0.35678577517248156,0.46791375699216,0.23135591467868866,0.2495820032558839,0.250694070091991,0.2638732322548272,0.17760123740574046,0.26860632585760735,0.2520208392044315,0.2995873264909594,0.2535082513265199,0.09593817730810142,0.22219015700853628,0.231277759794495,0.18729628937160142,0.39614353837112387,0.3111038763547065,0.33053407009181623,0.42452041772183985,0.5203507903173337,0.37256203472652455,0.32733652649684786,0.23716759298710682,0.22310420482511825,0.2992368638450798,0.4653626387035311,Cal Poly Nursing / PA Club Give direction to students aiming for either the Nursing or PA profession. The club networks with admission counselors to familiarize students with each type of program offered. We also provide information with relevant job and volunteer opportunities.
Cal Poly Photography Club,https://now.calpoly.edu/organization/calpolyphotoclub,0.27635841820124707,0.3941461096306902,0.3208277137643786,0.4503818430613526,0.2409290700237722,0.24795230684090314,0.3550974167313979,0.4088055805658378,0.42458009815832276,0.5658554764975449,0.26127343230449096,0.11672624469635452,0.3112078373466561,0.5095014144469338,0.38129407400461895,0.33441173377312483,0.2448244860306894,0.47071726779369394,0.48213159883975465,0.36829021603969964,0.4651831805005009,0.1866029811007475,0.27455077397180344,0.31683830287817355,0.4347914322936153,0.3077988160309778,0.31335484346255815,0.5227855330288226,0.3521192914946737,0.30856095780520143,0.299282130955669,0.18314800060264452,0.3445722941612913,0.30099766403059053,0.6391247550073789,0.6211025746367326,0.45493593987592784,0.30249161182601714,0.44636040832252594,0.4966080843642758,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2089406750819044,0.3348442164084502,0.525825975960746,0.3083053524925177,0.339120811777793,0.2977082668466792,0.32641639889500784,0.36661623477253713,0.21114307280807437,0.20881533690384835,0.18887780840199436,0.16570024697766816,0.3270196909587889,0.2548913055869966,0.39541789763460716,0.3547003192809113,0.360699734928838,0.28597649325269286,0.3241926300637987,0.22532984884479443,0.13588503943070504,0.3203380372007675,0.40483226749069673,0.2782971661030226,0.14587413265071086,0.1973222815182713,0.4028778301891043,0.07878975944390046,0.32311259891351296,0.443815535324652,0.2918788037892917,0.2562910690662009,0.1676993321661022,0.15361990921181448,0.23455369454336522,0.18461367251363672,0.19775330472154912,0.23387008590529848,0.16096353653797185,0.29229078122376656,0.22082338540006172,0.4968404813889379,0.22866065959013263,0.21000666693119036,0.2632557578456384,0.4212616711534429,0.39568687772519884,0.274189369600199,0.2496443326721367,0.20087543960752627,0.2341923363774716,0.29151633162271673,0.18726138571545972,0.23738957279710649,0.3326487486390989,0.21640258891816802,0.3403625409819536,0.25443450013141555,0.16294191585151496,0.2435295514538749,0.341996996355184,0.376064788096205,0.26322902713165314,0.310766897753894,0.48842604834872727,0.5149048023994298,0.3947920858144996,0.26156231945008956,0.32321093424583014,0.29333148374541673,0.39065553508571116,0.6710494710135817,"Cal Poly Photography Club Cal Poly Photography Club is a casual, low-commitment group that allows students interested in photography of all types to take photos together as well as share their knowledge and love for photography."
Cal Poly Pickleball Club,https://now.calpoly.edu/organization/calpolypickleballclub,0.18403502296498245,0.28238741290308733,0.23730641620805543,0.2360928874423972,0.12508782628824805,0.0369392876224158,0.43372235313934604,0.20334731116678387,0.28909468553875883,0.2054798966315859,0.25023994642364433,0.06289033974445433,0.18378082448758004,0.23129291665806154,0.3258389957002573,0.309256114480397,0.13835113412457642,0.5757537416720692,0.6834644480817883,0.7877729004727623,0.397765419514597,0.04460862235519729,0.18257354612660748,0.16975663746005026,0.14341755354040858,0.18069509275329035,0.17082206839321357,0.24868801431013252,0.19345331362052404,0.14121883780696481,0.24548834538745773,0.18661417939451166,0.4044903255239528,0.23166841221201565,0.36569062136178,0.23728214539654527,0.098161899270963,0.5407188459629098,0.22061053953934512,0.2181583118670522,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16652861692318194,0.11961824327377038,0.3963913099947438,0.22378054678883724,0.13044820475937188,0.17185207429306376,0.21811053990020546,0.24095631868201156,0.21411655379981134,0.16526705545126513,0.22598814977863024,0.19471172170682824,0.25719033098828964,0.25611310257547526,0.19252275108911066,0.10792567681076581,0.0744460776771762,0.27379877927923757,0.2225961780551245,0.18661734457961002,0.2452889579900175,0.13434519939173656,0.3049012470251415,0.27223475879941894,0.3995324770790092,0.18791398151672417,0.06371506477837306,0.13103924886394974,0.26816938298663306,0.37258965811739875,0.12655087091244646,0.1613568151525578,0.16430540586463116,0.10960439776482288,0.43185778339179237,0.17131761519419264,0.08889487753816089,0.1695708064814722,0.1956994117481211,0.21512791882181667,0.11814971490543982,0.12015542188122842,0.11835756371413599,0.1880894164317298,0.19125508484153292,0.2613438205840427,0.16124307954811423,0.42155925720826243,0.21478380366426814,0.12340723299554501,0.09033422171364525,0.2672216509725591,0.1409212644341623,0.15329139162443367,0.13915504563073028,0.2604570815512123,0.17244656961384902,0.21065239255135076,0.162059631082353,0.10062499655464298,0.3599636434016476,0.28625967243543377,0.19110934769184187,0.17730987690733999,0.2964792093027707,0.4015053240538149,0.0020711022485937827,0.1584699182133109,0.4882986852140764,0.200678233420031,0.25497820712262087,0.476140577476955,Cal Poly Pickleball Club The Cal Poly Pickleball Club welcomes players of all skill levels. It offers an inclusive environment to improve your court skills and discover a sport you can enjoy for a lifetime!
